# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep 17 13:24:25 2020
#
# CONSTRAINT:  where (ismostprecise = 1)
#
# COLUMN planetname:     Data Source Planet Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN obsname:        Observatory Name
# COLUMN reflink:        Reference
# COLUMN algorithm:      Algorithm
# COLUMN isdefault:      Default Parameters Flag
# COLUMN ismostprecise:  Most-Precise Flag
# COLUMN phase:          Phase
# COLUMN period:         Period [days]
# COLUMN transitduration: Transit Duration [hours]
# COLUMN transitdepthdb: Transit Depth - Measured [percent]
# COLUMN transitdepthcalc: Transit Depth - Calculated [percent]
# COLUMN ttv:            TTV flag
# COLUMN midpointcalendar: Event Midpoint Calendar UT
# COLUMN propmidpointunc: Propagated Midpoint Uncertainty [days]
# COLUMN midpointairmass: Event Midpoint Airmass
# COLUMN targetobsstartcalendar: Target Observability Start Calendar UT
# COLUMN targetobsendcalendar: Target Observability End Calendar UT
# COLUMN fractionobservable: Event Fraction Observable
#
planetname,ra_str,ra,dec_str,dec,obsname,reflink,algorithm,isdefault,ismostprecise,phase,period,transitduration,transitdepthdb,transitdepthcalc,ttv,midpointcalendar,propmidpointunc,midpointairmass,targetobsstartcalendar,targetobsendcalendar,fractionobservable
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,11/02/2020 04:52,0.002024,2.600480,11/02/2020 04:38,11/02/2020 14:00,0.561
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,11/09/2020 10:37,0.002028,1.164460,11/09/2020 04:34,11/09/2020 13:33,1.000
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,11/11/2020 06:03,0.002029,1.364120,11/11/2020 04:33,11/11/2020 13:25,0.908
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,11/18/2020 11:48,0.002033,1.717860,11/18/2020 04:32,11/18/2020 12:58,0.813
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,11/20/2020 07:14,0.002034,1.075620,11/20/2020 04:32,11/20/2020 12:50,1.000
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,11/29/2020 08:26,0.002039,1.073340,11/29/2020 04:32,11/29/2020 12:14,1.000
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,12/08/2020 09:37,0.002044,1.353980,12/08/2020 04:34,12/08/2020 11:39,1.000
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,12/10/2020 05:03,0.002045,1.169660,12/10/2020 04:34,12/10/2020 11:31,0.629
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,12/17/2020 10:48,0.002049,2.548820,12/17/2020 04:38,12/17/2020 11:03,0.570
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,12/19/2020 06:14,0.002050,1.045950,12/19/2020 04:38,12/19/2020 10:56,0.933
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,12/28/2020 07:25,0.002055,1.167020,12/28/2020 04:43,12/28/2020 10:20,1.000
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,01/06/2021 08:36,0.002060,1.727870,01/06/2021 04:49,01/06/2021 09:45,0.808
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,01/17/2021 05:14,0.002066,1.074460,01/17/2021 04:54,01/17/2021 09:02,0.588
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,01/26/2021 06:25,0.002071,1.358960,01/26/2021 05:00,01/26/2021 08:26,0.885
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,02/04/2021 07:36,0.002076,2.574070,02/04/2021 05:05,02/04/2021 07:51,0.566
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,02/24/2021 05:25,0.002087,1.738020,02/24/2021 05:12,02/24/2021 06:32,0.360
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,07/04/2021 12:54,0.002159,2.476740,07/04/2021 12:35,07/04/2021 14:53,0.584
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,07/13/2021 14:05,0.002164,1.339530,07/13/2021 12:00,07/13/2021 14:57,0.736
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,08/02/2021 11:54,0.002175,1.688960,08/02/2021 10:41,08/02/2021 15:06,0.827
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,08/11/2021 13:05,0.002180,1.157060,08/11/2021 10:06,08/11/2021 15:10,1.000
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,08/20/2021 14:16,0.002185,1.046150,08/20/2021 09:30,08/20/2021 15:14,0.760
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,08/22/2021 09:42,0.002186,2.453530,08/22/2021 09:23,08/22/2021 15:13,0.589
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,08/31/2021 10:53,0.002191,1.334790,08/31/2021 08:47,08/31/2021 15:17,1.000
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,09/09/2021 12:05,0.002196,1.069150,09/09/2021 08:12,09/09/2021 15:19,1.000
WASP-76 b,01h46m31.86s,26.632746,02d42m01.94s,2.700539,Mauna Kea,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.809886,3.693600,1.189000,1.181628,0,09/18/2021 13:16,0.002201,1.080380,09/18/2021 07:36,09/18/2021 15:22,1.000
