# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep 22 15:38:10 2020
#
# COLUMN planetname:     Data Source Planet Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN obsname:        Observatory Name
# COLUMN reflink:        Reference
# COLUMN algorithm:      Algorithm
# COLUMN isdefault:      Default Parameters Flag
# COLUMN ismostprecise:  Most-Precise Flag
# COLUMN phase:          Phase
# COLUMN period:         Period [days]
# COLUMN transitduration: Transit Duration [hours]
# COLUMN transitdepthdb: Transit Depth - Measured [percent]
# COLUMN transitdepthcalc: Transit Depth - Calculated [percent]
# COLUMN ttv:            TTV flag
# COLUMN midpointcalendar: Event Midpoint Calendar UT
# COLUMN propmidpointunc: Propagated Midpoint Uncertainty [days]
# COLUMN midpointairmass: Event Midpoint Airmass
# COLUMN targetobsstartcalendar: Target Observability Start Calendar UT
# COLUMN targetobsendcalendar: Target Observability End Calendar UT
# COLUMN fractionobservable: Event Fraction Observable
#
planetname,ra_str,ra,dec_str,dec,obsname,reflink,algorithm,isdefault,ismostprecise,phase,period,transitduration,transitdepthdb,transitdepthcalc,ttv,midpointcalendar,propmidpointunc,midpointairmass,targetobsstartcalendar,targetobsendcalendar,fractionobservable
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,05/17/2021 10:02,0.060125,1.079730,05/17/2021 06:30,05/17/2021 14:52,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,05/18/2021 08:15,0.060144,1.416060,05/18/2021 06:26,05/18/2021 14:52,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,05/19/2021 06:27,0.060163,2.822760,05/19/2021 06:22,05/19/2021 14:51,0.535
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,05/27/2021 14:23,0.060334,1.782440,05/27/2021 05:51,05/27/2021 14:49,0.673
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,05/28/2021 12:35,0.060353,1.179710,05/28/2021 05:49,05/28/2021 14:49,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,05/29/2021 10:48,0.060372,1.027540,05/29/2021 05:49,05/29/2021 14:48,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,05/30/2021 09:01,0.060391,1.096240,05/30/2021 05:49,05/30/2021 14:48,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,05/31/2021 07:14,0.060410,1.477110,05/31/2021 05:50,05/31/2021 14:48,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/09/2021 13:21,0.060600,1.682740,06/09/2021 05:54,06/09/2021 14:34,0.966
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/10/2021 11:34,0.060619,1.152770,06/10/2021 05:54,06/10/2021 14:30,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/11/2021 09:47,0.060638,1.025080,06/11/2021 05:55,06/11/2021 14:26,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/12/2021 08:00,0.060657,1.115320,06/12/2021 05:55,06/12/2021 14:22,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/13/2021 06:13,0.060676,1.546500,06/13/2021 05:55,06/13/2021 14:18,0.616
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/22/2021 12:20,0.060866,1.596220,06/22/2021 05:58,06/22/2021 13:43,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/23/2021 10:33,0.060885,1.129030,06/23/2021 05:58,06/23/2021 13:39,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/24/2021 08:46,0.060904,1.024490,06/24/2021 05:58,06/24/2021 13:35,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,06/25/2021 06:59,0.060923,1.137160,06/25/2021 05:58,06/25/2021 13:31,0.893
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,07/05/2021 11:19,0.061132,1.520690,07/05/2021 05:59,07/05/2021 12:52,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,07/06/2021 09:32,0.061151,1.108200,07/06/2021 05:59,07/06/2021 12:48,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,07/07/2021 07:45,0.061170,1.025750,07/07/2021 05:58,07/07/2021 12:44,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,07/18/2021 10:18,0.061398,1.454430,07/18/2021 05:56,07/18/2021 12:01,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,07/19/2021 08:31,0.061417,1.090060,07/19/2021 05:56,07/19/2021 11:57,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,07/20/2021 06:44,0.061436,1.028880,07/20/2021 05:55,07/20/2021 11:53,0.813
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,07/30/2021 11:04,0.061645,2.718840,07/30/2021 05:51,07/30/2021 11:13,0.558
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,07/31/2021 09:17,0.061664,1.396060,07/31/2021 05:50,07/31/2021 11:09,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,08/01/2021 07:30,0.061683,1.074420,08/01/2021 05:50,08/01/2021 11:06,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,08/12/2021 10:03,0.061911,2.466930,08/12/2021 05:43,08/12/2021 10:22,0.622
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,08/13/2021 08:16,0.061930,1.344490,08/13/2021 05:42,08/13/2021 10:18,1.000
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,08/14/2021 06:29,0.061949,1.061110,08/14/2021 05:41,08/14/2021 10:14,0.809
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,08/25/2021 09:02,0.062177,2.260980,08/25/2021 05:32,08/25/2021 09:31,0.686
Custom,16h37m15.57s,249.314868,07d11m00.07s,7.183352,Mauna Kea,User Edited Data,Transit Ephemeris,0,1,0.000000,0.925542,2.592000,,1.189029,,08/26/2021 07:15,0.062196,1.298830,08/26/2021 05:31,08/26/2021 09:27,1.000

